RecordNumber,Company_Name,Address,Phone,FAX,Notes,Website
551,Cross Marketing USA,"1310 N Ritchie Ct Ste 16-C Chicago, IL 60610-8401",312-440-3700,312-943-5813 fax,,
552,Darwill,"11900 West Roosevelt Road Hillside, IL 60162",708-236-4900,708-236-5820 fax,,
553,Data For Development Inc,"PO Box 157 Woodstock, IL 60098",815-334-9345,,,
554,Direct Mail Solutions,"775 Kimberly Drive Carol Stream, IL 60188",630-653-6863,630-628-0481 fax,,
555,"Dotomi, Inc.","1 S. Wacker Drive, Suite 3000 Chicago, IL 60606",312-588-3600,312-588-3671 fax,,
556,"Douglas Shaw & Associates, Inc.","1717 Park Street STE 300 Naperville, IL 60563",630-562-1321,630-562-1686 fax,,
557,DraftFCB,"101 E. Erie Chicago, IL 60611-3234",312-425-5000,312-944-3566 fax,,
558,Elks Magazine,"425 W. Diversey Pkwy. Chicago, IL 60614-6196",773-755-4700,,,
559,Federal Envelope Company,"608 Country Club Drive Bensenville, IL 60106-1303",630-595-2000,630-595-1212 fax,,
560,Financial Management Systems - FMS,"1000 E Woodfield Rd Schaumburg, IL 60173",800-605-9817,,,
561,Flexible Benefit Service Corporation (FLEX),"10275 W. Higgins Road Suite 500 Des Plaines, IL 60018",847-699-6900,,,
562,FMP Direct Marketing Group,"1019 West Park Avenue Libertyville, IL 60048-2550",847-816-1919,847-816-1969 fax,,
563,"FTC Transport, Inc. / Fairrington","553 S. Joliet Road Bolingbrook, IL 60440-3608",630-783-9200,630-783-9601 fax,,
564,"Fulfillment Xcellence, Inc. (FXI)","5235 Thatcher Rd. Downers Grove, IL 60515-4027",630-852-7600,630-852-6060 fax,,
565,GasPedal,"333 W. North Ave. Ste. 500 Chicago, IL 60610-1293",312-932-9000,,,
566,"Glaserdirect, Inc.","999 Main St. Glen Ellyn, IL 60137-3581",630-469-2075,630-790-5244 fax,,
567,Global Infomercial Services Inc.,"10735 S Cicero Ave Chicago, IL 60453",708-229-2424,,,
568,Good Sam Media,"PO Box 392 Mt. Morris, IL 61054",763-383-4400,,,
569,"Greene, an RMG Direct company","300 Tri-State International Ste. 272 Lincolnshire, IL 60069-4415",847-948-7400,847-948-0400 fax,,
570,Group O,"4905 77th ave. p.o. box 170 milan, IL 61264  309736-8179",,,,
571,High Note Media Inc.,"5315 N. Clark #218 Chicago, IL 60640",773-980-6873,,,
572,HIMSS,"230 E Ohio St Ste 500 Chicago, IL 60611-3270",312-664-4467,,,
573,Hollister Inc,"2000 Hollister Drive Libertyville, IL 60048",847-996-6399,,,
574,In The Swim,"320 Industrial Drive West Chicago, IL 60185-1876",630-876-1080,,,
575,"Integrated Business Services, Inc.","736 North Western Ave #125 Lake Forest, IL 60045-1820",847-735-1690,847-735-1692 fax,,
576,International Fellowship of Christians and Jews,"30 North La Salle Street, Suite 2600 Chicago, IL 60602-2590",312-641-7200,,,
577,Jacobs & Clevenger,"515 North State St. Ste. 1700 Chicago, IL 60654-5200",312-894-3000,312-894-3005 fax,,
578,Joint Commission,"1 Renaissance Blvd Oakbrook Terrace, IL 60181-4805",630-792-5000,,,
579,Jon-Don,"400 Medinah Rd Roselle, IL 60172-2329",800-556-6366,,,
580,"K-Log, Inc.","1224 27th St Zion, IL 60099-2673",847-872-6611,,,
581,Kobs Strategic Consulting,"222 N. Columbus Drive, Suite 2202 Chicago, IL 60601",312-938-4430,847-934-1194 fax,,
582,"Konik & Company, Inc.","7535 N. Lincoln Avenue Skokie, IL 60076-3851",847-933-1800,847-432-4010 fax,,
583,Leapfrog Online,"807 Greenwood Street Evanston, IL 60201",847-492-1968,847-492-1990 fax,,
584,Leo Burnett/Arc Worldwide,"35 W Wacker Dr Chicago, IL 60601-1723",312-220-5280,,,
585,"Liberty Creative Solutions, Inc.","18625 West Creek Drive Tinley Park, IL 60477",708-633-7450,708-633-7449 fax,,
586,Lieber & Associates,"3740 N. Lake Shore Dr. Ste. 15B-2 Chicago, IL 60613-4237",773-325-9400,773-325-0621 fax,,
587,Marketing Highway,"1416 Gordon Ter Deerfield, IL 60015-4739",847-431-5529,,,
588,Maverick Business Ventures,"19 South Broadway Aurora, IL 60505",630-897-6448,630-897-6895 fax,,
589,"Medical Marketing Service, Inc. (MMS)","185 Hansen Court Suite 110 Wood Dale, IL 60191-1150",630-350-1717,16303501696 fax,,
590,Medill IMC/Northwestern University,"1870 Campus Dr Evanston, IL 60208-0885",847-467-3433,,,
591,Metropolitan Graphic Arts,"930 Turret Ct. Mundelein, IL 60060-3821",847-566-9502,847-566-9584 fax,,
592,NAVTEQ Media Solutions,"425 West Randolph Street Chicago, IL 60606",312-894-7000,312-894-7150 fax,,
593,NAVTEQ/NOKIA,"425 West Randolph Chicago, IL 60606",312-780-1989,,,
594,Nightingale Conant Corporation,"6245 W. Howard St. Niles, IL 60714-3403",847-647-0300,,,
595,"Northwest Mailing Service, Inc.","5501 W. Grand Avenue Chicago, IL 60639",773-237-2264,773-237-3577 fax,,
596,OfficeMax,"263 Shuman Blvd Naperville, IL 60563-8147",630-864-5809,,,
597,Old World Ind,"4065 Commercial Ave Northbrook, IL 60062",847-559-2137,,,
598,"ORC ProTel, LLC","17233 Continental Dr. Lansing, IL 60438-6034",708-418-0600,708-418-7457 fax,,
599,"Partnerdata, Llc","2119 Dewey Ave Ste B Evanston, IL 60201-3035",847-733-0819,,,
600,"Pearl Insurance Group, LLC","1200 E Glen Ave Peoria Heights, IL 61616-5325",309-688-9000,,,
601,PIP Printing & Marketing Services,"8325 N. Allen Road Peoria, IL 61615",309-691-6500,,,
602,Print Management Partners,"701 Lee St Ste 1050 Des Plaines, IL 60016-4572",847-699-2999,,,
603,Prodigy Mailing Services,"389 E. South Frontage Rd Bolingbrook, IL 60440-3029",630-783-9070,,,
604,Progressive Impressions International,"1 Hardman Dr Bloomington, IL 61701-6934",309-664-0444,309-662-2055 fax,,
605,Propco / Promotions in Travel,"7360 N. Lincoln Ave., Suite 100 Lincolnwood, IL 60712",773-463-9193,773-463-6673 fax,,
606,PSI Marketing Consultants,"2945 West Peterson Ave. Chicago, IL 60659",773-878-0800,773-878-4219 fax,,
607,Royal Performance Group,"12 Salt Creek Ln., Ste. 450 Hinsdale, IL 60521",630-986-5416,630-986-1568 fax,,
608,Sedgwick Moran Detert & Arnold LLP,"1 N. Wacker Drive Suite 4200 Chicago, IL 60606",312-849-1985,,,
609,SEI LLC,"1520 Kensington Road, Suite 310 Oak Brook, IL 60523",610-676-1000,708-699-6553 fax,,
610,"Simply Batteries, Inc.","PO Box 948 DeKalb, IL 60115-0948",815-756-1473,,,
611,Sir Speedy Edison Park,"6725 N. Northwest Highway Chicago, IL 60631",773-763-7450,,,
612,Sir Speedy Printing / Naperville,"526 W. 5th Ave Naperville, IL 60563",630-355-0660,,,
613,Specialty Store Services Inc.,"454 Jarvis Ave Des Plaines, IL 60018-1912",847-470-7000,,,
614,State Farm Insurance Companies,"One State Farm Plz. Bloomington, IL 61710-0001",309-766-2311,,,
615,Tailored Data Source,"245 W. Roosevelt Rd., Bldg. 15, Ste. 111 West Chicago, IL 60185-3739",630-580-5856,630-231-1750 fax,,
616,Target + Response Inc.,"420 North Wabash Avenue Suite 201 Chicago, IL 60611",312-321-0500,312-321-0051 fax,,
617,The American College of Obstetricians and Gynecologists Member Insurance,"1200 East Glen Ave Peoria Heights, IL 61616",800-214-8122,866.817.9009 fax,,
618,"The Direct Marketing Specialists, Inc.","900 North Franklin Ste. 706 Chicago, IL 60610-3124",312-266-7906,312-266-9230 fax,,
619,The Ignition Network,"125 S. Wacker Drive, Suite 1750 Chicago, IL 60606",312-893-5002,609-784-7490 fax,,
620,The Marketing Store,"701 E 22nd St Lombard, IL 60148",630-693-1400,630-693-1810 fax,,
621,Tower Media,"233 N. Michigan Ave. Suite 2350 Chicago, IL 60601",312-856-9200,312-856-1300 fax,,
622,TransUnion,"555 W Adams St Chicago, IL 60661-3719",312-258-1717,,,
623,True Value Company,"8600 W Bryn Mawr Ave, 5 South Chicago, IL 60631",773-695-5000,,,
624,U.S. Cellular,"8410 W BRYN MAWR AVENUE CHICAGO, IL 60631",773-399-6873,,,
625,ULTA Salon Cosmetics Fragrance,"1135 Arbor Dr Romeoville X-4871, IL 60446-1174",630-226-0020 x4871,,,
626,Umarketing,"1910 S HIGHLAND AVENUE SUITE 100 LOMBARD, IL 60148-6192",866-482-0288,630-916-1313 fax,,
627,"United Marketing Group, LLC","929 N. Plum Grove Rd. Schaumburg, IL 60173-4704",847-240-2005,,,
628,University of Chicago GSB,"450 N Cityfront Plaza Dr Chicago, IL 60611-5500",312-464-8723,,,
629,"W.W. Grainger, Inc.","14441 W Il Route 60 Lake Forest, IL 60045-5203",847-535-1000,,,
630,Walgreens,"302 Wilmot Rd MS#3B-27 Deerfield, IL 60015",847-914-2972,,,
631,Wheaton Group,"1910 S. Highland Avenue Suite 103 Lombard, IL 60148-6129",919-969-8859,425-675-6014 fax,,
632,Winston Marketing Group,"2521 Busse Rd Elk Grove Village, IL 60007-6118",847-350-5800,,,
633,Delivra,"3755 East 82nd Street Suite 105 Indianapolis, IN 46240",317-915-9400,317-329-8510 fax,"...Delivra is one of the original email marketing software and service companies. For more than a decade, we have...",http://www.delivra.com
634,"Dwyer Instruments, Inc.","102 Indiana Highway 212 Michigan City, IN 46360-1956",219-879-8868,,......,http://www.dwyer-inst.com
635,ExactTarget,"20 N. Meridian St. Suite 200 Indianapolis, IN 46204",317-423-3928,317-396-1592 fax,...ExactTarget is a leading global provider of on-demand email marketing and interactive marketing solutions. The companys Interactive Marketing Hub TM...,http://www.exacttarget.com
636,"ACCENT Marketing Services, LLC","400 Missouri Avenue Suite 100 Jeffersonville, IN 47130",812-206-6200,812-206-6201 fax,,
637,American Legion Natl. Headquarters,"5745 Lee Rd. Indianapolis, IN 46216-2063",317-630-1247,,,
638,CNO Financial Group,"535 College Drive Carmel, IN 46032",317-817-5478,,,
639,Defender Direct,"3750 Priority Way S. Drive, #200 Indianapolis, IN 46240",317-810-4720 EXT 142,,,
640,Dynamic Graphics dba PIP Printing,"7210 Zionsville Road Indianapolis, IN 46268",317-328-2555,,,
641,Fifth Gear / Sigma Micro LLC,"6720 Parkdale Place Indianapolis, IN 46254",317-631-0907,317-631-6585 fax,,
642,L & D Mail Masters,"110 Security Pkwy New Albany, IN 47150",812-981-7161,,,
643,"Liberty Fund, Inc.","8335 Allison Pointe Trail Suite #300 Indianapolis, IN 46250-1684",317-842-0880,,,
644,MainSource Financial Group,"2105 N State Road 3 Bypass Greensburg, IN 47240-9539",812-663-7118,,,
645,Mead Johnson Company,"2400 W. Lloyd Expressway Evansville, IN 47721-0001",812-429-5204,,,
646,"Our Sunday Visitor, Inc.","200 Noll Plz. Huntington, IN 46750-4304",260-359-2541,,,
647,"Pentera, Inc.","8650 - G Commerce Park Place Indianapolis, IN 46268",317-875-0910,,,
648,Pip #324,"3855 E 96th Street, Suite L Indianapolis, IN 46240",317-569-1855,,,
649,TeleServices Direct,"5305 Lakeview Parkway, South Drive Indianapolis, IN 46268",317-216-2240,317-290-2818 fax,,
650,"Wellpoint, Inc","120 Monument Circle Indianapolis, IN 46204",317-532-6000,,,
651,Alaniz-Metro,"425 N Iris Rd Mount Pleasant, IA 52641-3109",319-385-7259,319-385-2825 fax,"...As one of Americas success stories, Alaniz is a start-up company that helped to revolutionize the direct mail industry. Established...",http://www.alanizdirect.com
652,B2E Direct Marketing,"209 SE Main Street Grimes, IA 50111",515-986-1992,877-275-2360 fax,...B2E Direct Marketing is a two time ECHO award winning firm that provides direct marketing solutions for all types of...,http://www.b2edirect.com
653,dmh Marketing Partners,"425 North Iris Street Mt. Pleasant, IA 52641",410-310-7492,,...dmh Marketing Partners is a full service direct mail and data management company that mails over 1 billion pieces annually...,http://www.dmhMarketingPartners.com
654,Hawthorne Direct,"300 N. 16th St. Fairfield, IA 52556",641-472-3800,641-472-8851 fax,"...Hawthorne Direct is a full-service direct response advertising agency specializing in Short Form television, Long Form television, Digital, Mail and...",http://www.hawthornedirect.com?hdiref=dmavendorsea
655,"REES ASSOCIATES, INC.","P. O. Box 831 Des Moines, IA 50304-0831",515-243-2127,515-243-1026 fax,"...Rees Associates, Inc. has been providing lettershop, fulfillment, and packaging services to the direct mail industry for nearly 40 years....",http://www.reesassociates.com
656,The Integer Group,"2633 Fleur Dr. Des Moines, IA 50321",515-247-2714,515-288-8439 fax,...Company OverviewThe Integer Group is a world leader in brand marketing and retail promotions. What sets us apart from other...,http://www.integer.com
657,August Home Publishing,"2200 Grand Ave Des Moines, IA 50312-5306",515-875-7000,,,
658,Aviva USA,"7700 Mills Civic Parkway West Des Moines, IA 50266",515-342-6150,,,
659,GuideOne Insurance,"1111 Ashworth Rd West Des Moines, IA 50265-3537",877-448-4331,,,
660,Homesteaders Life Company,"5700 Westown Pkwy West Des Moines, IA 50266-8211",515-440-7777,,,
661,Marsh U.S. Consumer,"12421 Meredith Dr Urbandale, IA 50398-9001",515-365-6102,,,
662,BKV,"10561 Barkley St Ste. 200 Overland Park, KS 66212-1835",913-648-8333,913-648-5024 fax,"...BKV is a full-service, integrated marketing communications agency whose mission is fueling brands, igniting sales for our clients. Click...",http://www.bkv.com
663,Lexinet Corporation,"701 N. Union Street Council Grove, KS 66846",800-767-1577,,"...Smart... fresh personalized marketing From concept to completion, Lexinet offers direct marketing programs that help you engage targeted...",http://www.lexinetcorporation.com
664,"Pat Friesen & Company,LLC","9636 Meadow Lane Leawood, KS 66206-2259",913-341-1211,913-341-4343 fax,"...Pat Friesen & Company, LLC What do you want your copy and content to do? Generate web traffic? ...",http://PatFriesen.com
665,Ruf Strategic Solutions,"1533 E. Spruce Olathe, KS 66061-3646",913-782-8544,913-782-0150 fax,...Ruf Strategic Solutions delivers a full suite of marketing and business intelligence solutions designed to help organizations acquire new customers...,http://www.ruf.com
666,Southwest Publishing & Mailing Corp.,"2600 NW Topeka Blvd. Topeka, KS 66617",785-233-5662,7852337258 fax,"...One Stop Lettershop. Since 1971, we operate 24/7 providing quality service and competitive pricing. Centrally located means: strong Midwest work...",http://www.swpks.com
667,The Zillner Group Inc,"8725 Rosehill Rd Ste 209 Lenexa, KS 66215-4611",913-599-3230,913-599-0080 fax,"...At Zillner Marketing Communications (ZMC), our full-time focus has always been, and always will be, advertising and marketing senior housing...",http://www.zillner.com
668,Associated Marketing-PR-Advertising,"330 N. Mead Suite 200 Wichita, KS 67202-2722",316-683-4691,316-683-1990 fax,,
669,Dean & Deluca Brands Inc.,"2402 E 37th St N Wichita, KS 67219-3538",316-683-1255,,,
670,GTM Sportswear,"PO Box 8 Manhattan, KS 66505-0008",800-336-4486,,,
671,J. Schmid & Assoc. Inc.,"5800 Foxridge Drive Suite 200 Mission, KS 66202-2333",913-236-8988,913-236-8987 fax,,
672,"Marketshare Publications, Inc.","7171 West 95th Street Suite #600 Overland Park, KS 66212-2300",913-338-3360,913-217-2895 fax,,
673,"Payless ShoeSource, Inc.","3231 SE 6th Ave Topeka, KS 66607-2260",785-233-5171,,,
674,Peruvian Connection Ltd.,"24535 McLouth Rd. P. O. Box 990 Tonganoxie, KS 66086-0990",913-845-2450,,,
675,PlattForm Advertising,"15500 W 113 St Suite 200 Lenexa, KS 66219",913-254-6000,913-764-4043 fax,,
676,Publishers Renewal Services,"10406 Shawnee Mission Pkwy Shawnee Mission, KS 66203",913-248-1800 x204,,,
677,Sir Speedy Olathe,"895 N. Northway Drive Olathe, KS 66061",913-780-4411,,,
678,StrategicOne,"6700 Antioch Rd Ste. 410 Overland Park, KS 66204-1278",913-342-9100 EXT 102,913-671-7337 fax,,
679,SW Caging Corporation,"5342 NW 25th St Topeka, KS 66618-3738",785-232-0061,785-232-2551 fax,,
680,Allegra Marketing Services,"2680 Technology Dr. Louisville, KY 40299-6424",502-895-1530,502-895-1624 fax,...Creative & Design Corporate identity & branding Logo design Marketing collateral Direct mail campaigns Newsletters ...,http://www.allegra-east.com
681,DNR Group,"1720 Watterson Trail Louisville, KY 40299",502-339-6442,502.339.6460 fax,...dmh Marketing Partners was the Pioneer and first to bring the Genuinely Penned font technology and patented process to the...,http://www.dmhMarketingPartners.com/GP
682,Preferred Marketing Solutions,"PO Box 99900 Louisville, KY 40269",502-261-2633,502-216-2749 fax,"...It's all right here. Now, you have a single high-quality source to turn to for all your printing, promotional, P.O.P. and...",http://www.preferredms.com
683,Finelight,"123 E. Main Street Suite 201 Louisville, KY 40202-1341",502-589-5896,,,
